filename	instrument	fs	bpm
Queen__Friends_Will_Be_Friends.3_instr0_ts102.40_te127.80_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends.3_instr0_ts128.00_te153.40_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends.3_instr0_ts153.60_te179.00_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends.4_instr1_ts0.00_te25.74_fs4.93.npz	1	4.93	74.00
Queen__Friends_Will_Be_Friends.4_instr1_ts25.95_te51.69_fs4.93.npz	1	4.93	74.00
Queen__Friends_Will_Be_Friends.4_instr1_ts51.89_te77.64_fs4.93.npz	1	4.93	74.00
Queen__Friends_Will_Be_Friends.4_instr1_ts77.84_te103.58_fs4.93.npz	1	4.93	74.00
Queen__Friends_Will_Be_Friends.4_instr1_ts103.78_te129.53_fs4.93.npz	1	4.93	74.00
Queen__Friends_Will_Be_Friends.4_instr1_ts129.73_te155.47_fs4.93.npz	1	4.93	74.00
Queen__Friends_Will_Be_Friends.4_instr1_ts155.68_te181.42_fs4.93.npz	1	4.93	74.00
Queen__Friends_Will_Be_Friends.4_instr1_ts181.62_te207.36_fs4.93.npz	1	4.93	74.00
Queen__Friends_Will_Be_Friends.4_instr6_ts207.57_te233.31_fs4.93.npz	6	4.93	74.00
1910_Fruitgum_Company__Simon_Says.1_instr0_ts0.00_te14.11_fs9.00.npz	0	9.00	135.00
1910_Fruitgum_Company__Simon_Says.1_instr0_ts14.22_te28.33_fs9.00.npz	0	9.00	135.00
1910_Fruitgum_Company__Simon_Says.1_instr0_ts28.44_te42.56_fs9.00.npz	0	9.00	135.00
1910_Fruitgum_Company__Simon_Says.1_instr0_ts42.67_te56.78_fs9.00.npz	0	9.00	135.00
1910_Fruitgum_Company__Simon_Says.1_instr0_ts56.89_te71.00_fs9.00.npz	0	9.00	135.00
1910_Fruitgum_Company__Simon_Says.1_instr0_ts71.11_te85.22_fs9.00.npz	0	9.00	135.00
1910_Fruitgum_Company__Simon_Says.1_instr0_ts85.33_te99.44_fs9.00.npz	0	9.00	135.00
1910_Fruitgum_Company__Simon_Says.1_instr0_ts99.56_te113.67_fs9.00.npz	0	9.00	135.00
1910_Fruitgum_Company__Simon_Says.1_instr0_ts113.78_te127.89_fs9.00.npz	0	9.00	135.00
1910_Fruitgum_Company__Simon_Says.1_instr0_ts128.00_te142.11_fs9.00.npz	0	9.00	135.00
1910_Fruitgum_Company__Simon_Says.1_instr0_ts142.22_te156.33_fs9.00.npz	0	9.00	135.00
Al_Green__Let's_Stay_Together_instr4_ts74.56_te93.06_fs6.87.npz	4	6.87	103.00
Al_Green__Let's_Stay_Together_instr4_ts93.20_te111.70_fs6.87.npz	4	6.87	103.00
Al_Green__Let's_Stay_Together_instr4_ts111.84_te130.34_fs6.87.npz	4	6.87	103.00
Alan_Jackson__(Who_Says)_You_Can't_Have_It_All_instr0_ts128.00_te149.17_fs6.00.npz	0	6.00	90.00
Alan_Jackson__(Who_Says)_You_Can't_Have_It_All_instr0_ts149.33_te170.50_fs6.00.npz	0	6.00	90.00
Alan_Jackson__(Who_Says)_You_Can't_Have_It_All_instr0_ts170.67_te191.83_fs6.00.npz	0	6.00	90.00
Alan_Jackson__Don't_Rock_the_Jukebox.1_instr0_ts0.00_te12.37_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox.1_instr0_ts12.47_te24.84_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox.1_instr0_ts24.94_te37.31_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox.1_instr0_ts37.40_te49.77_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox.1_instr0_ts49.87_te62.24_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox.1_instr0_ts62.34_te74.71_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox.1_instr0_ts74.81_te87.18_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox.1_instr0_ts87.27_te99.64_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox.1_instr0_ts99.74_te112.11_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox.1_instr0_ts112.21_te124.58_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox.1_instr0_ts124.68_te137.05_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox.1_instr0_ts137.14_te149.51_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox_instr0_ts0.00_te12.37_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox_instr0_ts12.47_te24.84_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox_instr0_ts24.94_te37.31_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox_instr0_ts37.40_te49.77_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox_instr0_ts49.87_te62.24_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox_instr0_ts62.34_te74.71_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox_instr0_ts74.81_te87.18_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox_instr0_ts87.27_te99.64_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox_instr0_ts99.74_te112.11_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox_instr0_ts112.21_te124.58_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox_instr0_ts124.68_te137.05_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Don't_Rock_the_Jukebox_instr0_ts137.14_te149.51_fs10.27.npz	0	10.27	154.00
Alan_Jackson__Drive_(For_Daddy_Gene)_instr0_ts0.00_te15.36_fs8.27.npz	0	8.27	124.00
Alan_Jackson__Drive_(For_Daddy_Gene)_instr0_ts15.48_te30.85_fs8.27.npz	0	8.27	124.00
Alan_Jackson__Drive_(For_Daddy_Gene)_instr0_ts30.97_te46.33_fs8.27.npz	0	8.27	124.00
Alan_Jackson__Drive_(For_Daddy_Gene)_instr0_ts46.45_te61.81_fs8.27.npz	0	8.27	124.00
Alan_Jackson__Drive_(For_Daddy_Gene)_instr0_ts61.94_te77.30_fs8.27.npz	0	8.27	124.00
Alan_Jackson__Drive_(For_Daddy_Gene)_instr0_ts77.42_te92.78_fs8.27.npz	0	8.27	124.00
Alan_Jackson__Drive_(For_Daddy_Gene)_instr0_ts92.90_te108.27_fs8.27.npz	0	8.27	124.00
Alan_Jackson__Drive_(For_Daddy_Gene)_instr0_ts108.39_te123.75_fs8.27.npz	0	8.27	124.00
Alan_Jackson__Drive_(For_Daddy_Gene)_instr0_ts123.87_te139.23_fs8.27.npz	0	8.27	124.00
Alan_Jackson__Drive_(For_Daddy_Gene)_instr0_ts139.35_te154.72_fs8.27.npz	0	8.27	124.00
Alan_Jackson__Drive_(For_Daddy_Gene)_instr0_ts154.84_te170.20_fs8.27.npz	0	8.27	124.00
Alan_Jackson__Drive_(For_Daddy_Gene)_instr0_ts170.32_te185.69_fs8.27.npz	0	8.27	124.00
Alan_Jackson__Drive_(For_Daddy_Gene)_instr0_ts185.81_te201.17_fs8.27.npz	0	8.27	124.00
Alan_Jackson__Drive_(For_Daddy_Gene)_instr0_ts201.29_te216.65_fs8.27.npz	0	8.27	124.00
Alan_Jackson__Gone_Country_instr0_ts0.00_te15.24_fs8.33.npz	0	8.33	125.00
Alan_Jackson__Gone_Country_instr0_ts15.36_te30.60_fs8.33.npz	0	8.33	125.00
Alan_Jackson__Gone_Country_instr0_ts30.72_te45.96_fs8.33.npz	0	8.33	125.00
Alan_Jackson__Gone_Country_instr0_ts46.08_te61.32_fs8.33.npz	0	8.33	125.00
Alan_Jackson__Gone_Country_instr0_ts61.44_te76.68_fs8.33.npz	0	8.33	125.00
Alan_Jackson__Gone_Country_instr0_ts76.80_te92.04_fs8.33.npz	0	8.33	125.00
Alan_Jackson__Gone_Country_instr0_ts92.16_te107.40_fs8.33.npz	0	8.33	125.00
Alan_Jackson__Gone_Country_instr0_ts107.52_te122.76_fs8.33.npz	0	8.33	125.00
Alan_Jackson__Gone_Country_instr0_ts122.88_te138.12_fs8.33.npz	0	8.33	125.00
Alan_Jackson__Gone_Country_instr0_ts138.24_te153.48_fs8.33.npz	0	8.33	125.00
Alan_Jackson__Gone_Country_instr0_ts153.60_te168.84_fs8.33.npz	0	8.33	125.00
Alan_Jackson__Gone_Country_instr0_ts168.96_te184.20_fs8.33.npz	0	8.33	125.00
Alan_Jackson__Gone_Country_instr0_ts184.32_te199.56_fs8.33.npz	0	8.33	125.00
Alan_Jackson__Gone_Country_instr0_ts199.68_te214.92_fs8.33.npz	0	8.33	125.00
Alan_Jackson__Gone_Country_instr0_ts215.04_te230.28_fs8.33.npz	0	8.33	125.00
Alan_Jackson__Home.1_instr0_ts0.00_te22.95_fs5.53.npz	0	5.53	83.00
Alan_Jackson__Home.1_instr0_ts23.13_te46.08_fs5.53.npz	0	5.53	83.00
Alan_Jackson__Home.1_instr0_ts46.27_te69.22_fs5.53.npz	0	5.53	83.00
Alan_Jackson__Home.1_instr0_ts69.40_te92.35_fs5.53.npz	0	5.53	83.00
Alan_Jackson__Home.1_instr0_ts92.53_te115.48_fs5.53.npz	0	5.53	83.00
Alan_Jackson__Home.1_instr0_ts115.66_te138.61_fs5.53.npz	0	5.53	83.00
Alan_Jackson__Home.1_instr0_ts138.80_te161.75_fs5.53.npz	0	5.53	83.00
Alan_Jackson__Home.1_instr0_ts161.93_te184.88_fs5.53.npz	0	5.53	83.00
Alan_Jackson__Summertime_Blues.1_instr1_ts102.40_te115.10_fs10.00.npz	1	10.00	150.00
Alan_Jackson__Summertime_Blues.1_instr1_ts115.20_te127.90_fs10.00.npz	1	10.00	150.00
Alan_Jackson__Summertime_Blues.1_instr1_ts179.20_te191.90_fs10.00.npz	1	10.00	150.00
Alan_Jackson__Summertime_Blues.1_instr1_ts192.00_te204.70_fs10.00.npz	1	10.00	150.00
Alan_Jackson__Summertime_Blues.2_instr1_ts90.35_te112.76_fs5.67.npz	1	5.67	85.00
Alan_Jackson__Summertime_Blues.2_instr1_ts158.12_te180.53_fs5.67.npz	1	5.67	85.00
Alan_Jackson__Summertime_Blues_instr1_ts102.40_te115.10_fs10.00.npz	1	10.00	150.00
Alan_Jackson__Summertime_Blues_instr1_ts115.20_te127.90_fs10.00.npz	1	10.00	150.00
Alan_Jackson__Summertime_Blues_instr1_ts179.20_te191.90_fs10.00.npz	1	10.00	150.00
Alan_Jackson__Summertime_Blues_instr1_ts192.00_te204.70_fs10.00.npz	1	10.00	150.00
Alan_Jackson__Tall,_Tall_Trees.1_instr0_ts24.62_te36.83_fs10.40.npz	0	10.40	156.00
Alan_Jackson__Tall,_Tall_Trees.1_instr0_ts36.92_te49.13_fs10.40.npz	0	10.40	156.00
Alan_Jackson__Tall,_Tall_Trees.1_instr0_ts49.23_te61.44_fs10.40.npz	0	10.40	156.00
Alan_Jackson__Tall,_Tall_Trees.1_instr0_ts98.46_te110.67_fs10.40.npz	0	10.40	156.00
Alan_Jackson__Tall,_Tall_Trees.1_instr0_ts110.77_te122.98_fs10.40.npz	0	10.40	156.00
Alan_Jackson__Tall,_Tall_Trees_instr0_ts26.30_te39.35_fs9.73.npz	0	9.73	146.00
Alan_Jackson__Tall,_Tall_Trees_instr0_ts39.45_te52.50_fs9.73.npz	0	9.73	146.00
Alan_Jackson__Tall,_Tall_Trees_instr0_ts52.60_te65.65_fs9.73.npz	0	9.73	146.00
Alan_Jackson__Tall,_Tall_Trees_instr0_ts105.21_te118.25_fs9.73.npz	0	9.73	146.00
Alan_Jackson__Tall,_Tall_Trees_instr0_ts118.36_te131.40_fs9.73.npz	0	9.73	146.00
Alan_Jackson__Where_Were_You_(When_the_World_Stopped_Turning)_(live,_CMA_Awards)_instr0_ts0.00_te16.57_fs7.67.npz	0	7.67	115.00
Alan_Jackson__Where_Were_You_(When_the_World_Stopped_Turning)_(live,_CMA_Awards)_instr0_ts16.70_te33.26_fs7.67.npz	0	7.67	115.00
Alan_Jackson__Where_Were_You_(When_the_World_Stopped_Turning)_(live,_CMA_Awards)_instr0_ts33.39_te49.96_fs7.67.npz	0	7.67	115.00
Alan_Jackson__Where_Were_You_(When_the_World_Stopped_Turning)_(live,_CMA_Awards)_instr0_ts50.09_te66.65_fs7.67.npz	0	7.67	115.00
Alan_Jackson__Where_Were_You_(When_the_World_Stopped_Turning)_(live,_CMA_Awards)_instr0_ts66.78_te83.35_fs7.67.npz	0	7.67	115.00
Alan_Jackson__Where_Were_You_(When_the_World_Stopped_Turning)_(live,_CMA_Awards)_instr0_ts83.48_te100.04_fs7.67.npz	0	7.67	115.00
Alan_Jackson__Where_Were_You_(When_the_World_Stopped_Turning)_(live,_CMA_Awards)_instr0_ts100.17_te116.74_fs7.67.npz	0	7.67	115.00
Alan_Jackson__Where_Were_You_(When_the_World_Stopped_Turning)_(live,_CMA_Awards)_instr0_ts116.87_te133.43_fs7.67.npz	0	7.67	115.00
Alan_Jackson__Where_Were_You_(When_the_World_Stopped_Turning)_(live,_CMA_Awards)_instr0_ts133.57_te150.13_fs7.67.npz	0	7.67	115.00
Alan_Jackson__Where_Were_You_(When_the_World_Stopped_Turning)_(live,_CMA_Awards)_instr0_ts150.26_te166.83_fs7.67.npz	0	7.67	115.00
Alan_Jackson__Where_Were_You_(When_the_World_Stopped_Turning)_(live,_CMA_Awards)_instr0_ts166.96_te183.52_fs7.67.npz	0	7.67	115.00
Alan_Jackson__Where_Were_You_(When_the_World_Stopped_Turning)_(live,_CMA_Awards)_instr0_ts183.65_te200.22_fs7.67.npz	0	7.67	115.00
Alan_Jackson__Where_Were_You_(When_the_World_Stopped_Turning)_(live,_CMA_Awards)_instr0_ts200.35_te216.91_fs7.67.npz	0	7.67	115.00
Alan_Jackson__Where_Were_You_(When_the_World_Stopped_Turning)_(live,_CMA_Awards)_instr0_ts217.04_te233.61_fs7.67.npz	0	7.67	115.00
Alan_Jackson__Where_Were_You_(When_the_World_Stopped_Turning)_(live,_CMA_Awards)_instr0_ts233.74_te250.30_fs7.67.npz	0	7.67	115.00
Alan_Jackson__Where_Were_You_(When_the_World_Stopped_Turning)_(live,_CMA_Awards)_instr0_ts250.43_te267.00_fs7.67.npz	0	7.67	115.00
Alan_Jackson__Where_Were_You_(When_the_World_Stopped_Turning)_(live,_CMA_Awards)_instr0_ts267.13_te283.70_fs7.67.npz	0	7.67	115.00
Alan_Jackson__Who's_Cheatin'_Who_instr0_ts14.44_te28.76_fs8.87.npz	0	8.87	133.00
Alan_Jackson__Who's_Cheatin'_Who_instr0_ts28.87_te43.20_fs8.87.npz	0	8.87	133.00
Alan_Jackson__Who's_Cheatin'_Who_instr0_ts43.31_te57.63_fs8.87.npz	0	8.87	133.00
Alan_Jackson__Who's_Cheatin'_Who_instr0_ts57.74_te72.07_fs8.87.npz	0	8.87	133.00
Alan_Jackson__Who's_Cheatin'_Who_instr0_ts72.18_te86.50_fs8.87.npz	0	8.87	133.00
Alan_Jackson__Who's_Cheatin'_Who_instr0_ts86.62_te100.94_fs8.87.npz	0	8.87	133.00
Alan_Jackson__Who's_Cheatin'_Who_instr0_ts101.05_te115.38_fs8.87.npz	0	8.87	133.00
Alan_Jackson__Who's_Cheatin'_Who_instr0_ts115.49_te129.81_fs8.87.npz	0	8.87	133.00
Alan_Jackson__Who's_Cheatin'_Who_instr0_ts129.92_te144.25_fs8.87.npz	0	8.87	133.00
Alan_Jackson__Who's_Cheatin'_Who_instr0_ts144.36_te158.68_fs8.87.npz	0	8.87	133.00
Alan_Jackson__Who's_Cheatin'_Who_instr0_ts158.80_te173.12_fs8.87.npz	0	8.87	133.00
Alan_Jackson__Who's_Cheatin'_Who_instr0_ts173.23_te187.56_fs8.87.npz	0	8.87	133.00
Alan_Jackson__Who's_Cheatin'_Who_instr0_ts187.67_te201.99_fs8.87.npz	0	8.87	133.00
Alan_Jackson__Who's_Cheatin'_Who_instr0_ts202.11_te216.43_fs8.87.npz	0	8.87	133.00
Alan_Jackson__Who's_Cheatin'_Who_instr0_ts216.54_te230.86_fs8.87.npz	0	8.87	133.00
Alan_Jackson__Who's_Cheatin'_Who_instr0_ts230.98_te245.30_fs8.87.npz	0	8.87	133.00
Atlanta_Rhythm_Section__So_in_to_You_instr4_ts0.00_te22.15_fs5.73.npz	4	5.73	86.00
Atlanta_Rhythm_Section__So_in_to_You_instr4_ts22.33_te44.48_fs5.73.npz	4	5.73	86.00
Atlanta_Rhythm_Section__So_in_to_You_instr4_ts44.65_te66.80_fs5.73.npz	4	5.73	86.00
Atlanta_Rhythm_Section__So_in_to_You_instr4_ts66.98_te89.13_fs5.73.npz	4	5.73	86.00
Atlanta_Rhythm_Section__So_in_to_You_instr4_ts89.30_te111.45_fs5.73.npz	4	5.73	86.00
Atlanta_Rhythm_Section__So_in_to_You_instr4_ts111.63_te133.78_fs5.73.npz	4	5.73	86.00
Atlanta_Rhythm_Section__So_in_to_You_instr4_ts133.95_te156.10_fs5.73.npz	4	5.73	86.00
Atlanta_Rhythm_Section__So_in_to_You_instr4_ts156.28_te178.43_fs5.73.npz	4	5.73	86.00
Atlanta_Rhythm_Section__So_in_to_You_instr4_ts178.60_te200.76_fs5.73.npz	4	5.73	86.00
Atlanta_Rhythm_Section__So_in_to_You_instr4_ts200.93_te223.08_fs5.73.npz	4	5.73	86.00
Atlanta_Rhythm_Section__So_in_to_You_instr4_ts223.26_te245.41_fs5.73.npz	4	5.73	86.00
Blood,_Sweat_&_Tears__And_When_I_Die.1_instr0_ts40.87_te55.99_fs8.40.npz	0	8.40	126.00
Blood,_Sweat_&_Tears__And_When_I_Die.1_instr0_ts56.11_te71.23_fs8.40.npz	0	8.40	126.00
Blood,_Sweat_&_Tears__And_When_I_Die.1_instr1_ts40.87_te55.99_fs8.40.npz	1	8.40	126.00
Blood,_Sweat_&_Tears__And_When_I_Die.1_instr1_ts56.11_te71.23_fs8.40.npz	1	8.40	126.00
Blood,_Sweat_&_Tears__And_When_I_Die.1_instr1_ts71.35_te86.46_fs8.40.npz	1	8.40	126.00
Blood,_Sweat_&_Tears__And_When_I_Die.1_instr0_ts104.93_te120.05_fs8.40.npz	0	8.40	126.00
Blood,_Sweat_&_Tears__And_When_I_Die.1_instr0_ts120.17_te135.28_fs8.40.npz	0	8.40	126.00
Blood,_Sweat_&_Tears__And_When_I_Die.1_instr1_ts104.93_te120.05_fs8.40.npz	1	8.40	126.00
Blood,_Sweat_&_Tears__And_When_I_Die.1_instr1_ts120.17_te135.28_fs8.40.npz	1	8.40	126.00
Blood,_Sweat_&_Tears__And_When_I_Die.1_instr1_ts135.40_te150.52_fs8.40.npz	1	8.40	126.00
Blood,_Sweat_&_Tears__And_When_I_Die.1_instr0_ts165.51_te180.63_fs8.40.npz	0	8.40	126.00
Blood,_Sweat_&_Tears__And_When_I_Die.1_instr1_ts165.51_te180.63_fs8.40.npz	1	8.40	126.00
Alan_Jackson__Home_instr0_ts0.00_te22.95_fs5.53.npz	0	5.53	83.00
Alan_Jackson__Home_instr0_ts23.13_te46.08_fs5.53.npz	0	5.53	83.00
Alan_Jackson__Home_instr0_ts46.27_te69.22_fs5.53.npz	0	5.53	83.00
Alan_Jackson__Home_instr0_ts69.40_te92.35_fs5.53.npz	0	5.53	83.00
Alan_Jackson__Home_instr0_ts92.53_te115.48_fs5.53.npz	0	5.53	83.00
Alan_Jackson__Home_instr0_ts115.66_te138.61_fs5.53.npz	0	5.53	83.00
Alan_Jackson__Home_instr0_ts138.80_te161.75_fs5.53.npz	0	5.53	83.00
Alan_Jackson__Home_instr0_ts161.93_te184.88_fs5.53.npz	0	5.53	83.00
Alan_Jackson__I_Don't_Even_Know_Your_Name_instr2_ts117.25_te143.00_fs4.93.npz	2	4.93	74.00
Alan_Jackson__I_Don't_Even_Know_Your_Name_instr2_ts144.01_te158.55_fs8.73.npz	2	8.73	131.00
Alan_Jackson__I'll_Try_instr0_ts0.00_te22.68_fs5.60.npz	0	5.60	84.00
Alan_Jackson__I'll_Try_instr0_ts22.86_te45.54_fs5.60.npz	0	5.60	84.00
Alan_Jackson__I'll_Try_instr0_ts45.71_te68.39_fs5.60.npz	0	5.60	84.00
Alan_Jackson__I'll_Try_instr0_ts68.57_te91.25_fs5.60.npz	0	5.60	84.00
Alan_Jackson__I'll_Try_instr0_ts91.43_te114.11_fs5.60.npz	0	5.60	84.00
Alan_Jackson__I'll_Try_instr0_ts114.29_te136.96_fs5.60.npz	0	5.60	84.00
Alan_Jackson__I'll_Try_instr0_ts137.14_te159.82_fs5.60.npz	0	5.60	84.00
Alan_Jackson__I'll_Try_instr0_ts160.00_te182.68_fs5.60.npz	0	5.60	84.00
Alan_Jackson__I'll_Try_instr0_ts182.86_te205.54_fs5.60.npz	0	5.60	84.00
Alan_Jackson__It_Must_Be_Love_instr0_ts33.10_te49.53_fs7.73.npz	0	7.73	116.00
Alan_Jackson__It_Must_Be_Love_instr0_ts49.66_te66.08_fs7.73.npz	0	7.73	116.00
Alan_Jackson__It_Must_Be_Love_instr0_ts82.76_te99.18_fs7.73.npz	0	7.73	116.00
Alan_Jackson__It_Must_Be_Love_instr0_ts99.31_te115.73_fs7.73.npz	0	7.73	116.00
Alan_Jackson__It_Must_Be_Love_instr0_ts132.41_te148.84_fs7.73.npz	0	7.73	116.00
Alan_Jackson__It_Must_Be_Love_instr0_ts148.97_te165.39_fs7.73.npz	0	7.73	116.00
Alan_Jackson__It_Must_Be_Love_instr0_ts165.52_te181.94_fs7.73.npz	0	7.73	116.00
Alan_Jackson__Livin'_on_Love.1_instr0_ts0.00_te15.74_fs8.07.npz	0	8.07	121.00
Alan_Jackson__Livin'_on_Love.1_instr0_ts15.87_te31.61_fs8.07.npz	0	8.07	121.00
Alan_Jackson__Livin'_on_Love.1_instr0_ts47.60_te63.35_fs8.07.npz	0	8.07	121.00
Alan_Jackson__Livin'_on_Love.1_instr0_ts63.47_te79.21_fs8.07.npz	0	8.07	121.00
Alan_Jackson__Livin'_on_Love.1_instr0_ts79.34_te95.08_fs8.07.npz	0	8.07	121.00
Alan_Jackson__Livin'_on_Love.1_instr0_ts95.21_te110.95_fs8.07.npz	0	8.07	121.00
Alan_Jackson__Livin'_on_Love.1_instr0_ts111.07_te126.82_fs8.07.npz	0	8.07	121.00
Alan_Jackson__Livin'_on_Love.1_instr0_ts126.94_te142.69_fs8.07.npz	0	8.07	121.00
Alan_Jackson__Livin'_on_Love.1_instr0_ts142.81_te158.55_fs8.07.npz	0	8.07	121.00
Alan_Jackson__Livin'_on_Love.1_instr0_ts158.68_te174.42_fs8.07.npz	0	8.07	121.00
Alan_Jackson__Livin'_on_Love.1_instr0_ts174.55_te190.29_fs8.07.npz	0	8.07	121.00
Alan_Jackson__Livin'_on_Love.1_instr0_ts190.41_te206.16_fs8.07.npz	0	8.07	121.00
Alan_Jackson__Livin'_on_Love_instr1_ts0.00_te16.56_fs7.67.npz	1	7.67	115.00
Alan_Jackson__Livin'_on_Love_instr1_ts16.70_te33.26_fs7.67.npz	1	7.67	115.00
Alan_Jackson__Livin'_on_Love_instr1_ts33.39_te49.96_fs7.67.npz	1	7.67	115.00
Alan_Jackson__Livin'_on_Love_instr1_ts50.09_te66.65_fs7.67.npz	1	7.67	115.00
Alan_Jackson__Livin'_on_Love_instr1_ts66.78_te83.35_fs7.67.npz	1	7.67	115.00
Alan_Jackson__Livin'_on_Love_instr1_ts83.48_te100.04_fs7.67.npz	1	7.67	115.00
Alan_Jackson__Livin'_on_Love_instr1_ts100.17_te116.74_fs7.67.npz	1	7.67	115.00
Alan_Jackson__Livin'_on_Love_instr1_ts116.87_te133.43_fs7.67.npz	1	7.67	115.00
Alan_Jackson__Livin'_on_Love_instr1_ts133.56_te150.13_fs7.67.npz	1	7.67	115.00
Alan_Jackson__Livin'_on_Love_instr1_ts150.26_te166.82_fs7.67.npz	1	7.67	115.00
Alan_Jackson__Livin'_on_Love_instr1_ts166.95_te183.52_fs7.67.npz	1	7.67	115.00
Alan_Jackson__Livin'_on_Love_instr1_ts183.65_te200.21_fs7.67.npz	1	7.67	115.00
Alan_Jackson__Livin'_on_Love_instr1_ts200.34_te216.91_fs7.67.npz	1	7.67	115.00
Alan_Jackson__Livin'_on_Love_instr1_ts217.04_te233.60_fs7.67.npz	1	7.67	115.00
Alan_Jackson__Love's_Got_a_Hold_on_You_instr3_ts0.00_te12.45_fs10.20.npz	3	10.20	153.00
Alan_Jackson__Love's_Got_a_Hold_on_You_instr3_ts12.55_te25.00_fs10.20.npz	3	10.20	153.00
Alan_Jackson__Love's_Got_a_Hold_on_You_instr3_ts25.10_te37.55_fs10.20.npz	3	10.20	153.00
Alan_Jackson__Love's_Got_a_Hold_on_You_instr3_ts37.65_te50.10_fs10.20.npz	3	10.20	153.00
Alan_Jackson__Love's_Got_a_Hold_on_You_instr3_ts50.20_te62.65_fs10.20.npz	3	10.20	153.00
Alan_Jackson__Love's_Got_a_Hold_on_You_instr3_ts62.75_te75.20_fs10.20.npz	3	10.20	153.00
Alan_Jackson__Love's_Got_a_Hold_on_You_instr3_ts75.29_te87.75_fs10.20.npz	3	10.20	153.00
Alan_Jackson__Love's_Got_a_Hold_on_You_instr3_ts87.84_te100.29_fs10.20.npz	3	10.20	153.00
Alan_Jackson__Love's_Got_a_Hold_on_You_instr3_ts100.39_te112.84_fs10.20.npz	3	10.20	153.00
Alan_Jackson__Love's_Got_a_Hold_on_You_instr3_ts112.94_te125.39_fs10.20.npz	3	10.20	153.00
Alan_Jackson__Love's_Got_a_Hold_on_You_instr3_ts125.49_te137.94_fs10.20.npz	3	10.20	153.00
Alan_Jackson__Love's_Got_a_Hold_on_You_instr3_ts138.04_te150.49_fs10.20.npz	3	10.20	153.00
Alan_Jackson__Love's_Got_a_Hold_on_You_instr3_ts150.59_te163.04_fs10.20.npz	3	10.20	153.00
Alan_Jackson__Mercury_Blues.1_instr1_ts0.00_te10.95_fs11.60.npz	1	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr1_ts11.03_te21.98_fs11.60.npz	1	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr1_ts22.07_te33.02_fs11.60.npz	1	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr1_ts33.10_te44.05_fs11.60.npz	1	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr1_ts44.14_te55.09_fs11.60.npz	1	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr1_ts55.17_te66.12_fs11.60.npz	1	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr1_ts66.21_te77.16_fs11.60.npz	1	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr1_ts77.24_te88.19_fs11.60.npz	1	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr1_ts88.28_te99.22_fs11.60.npz	1	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr1_ts99.31_te110.26_fs11.60.npz	1	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr1_ts110.34_te121.29_fs11.60.npz	1	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr1_ts121.38_te132.33_fs11.60.npz	1	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr1_ts132.41_te143.36_fs11.60.npz	1	11.60	174.00
